Machine Module,N9343C,CN0605A298
MCU Version,A.06.27
DSP Version,A.05.02.02 SA
FPGA Version,A.02.80
04:16:32 07.09.2020
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),1.005100,MAN
Start Frequency,+0.000000000e+00
Stop Frequency,+1.000000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+06,MAN
VBW,+1.000000000e+06,AUTO
Sweep Type,Continuous
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-5.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,1,Frequency,5.00 MHz,-75.52 dBm
M2,1,Frequency,10.00 MHz,-73.14 dBm
M3,1,Frequency,20.00 MHz,-74.94 dBm
M4,1,Frequency,30.00 MHz,-75.17 dBm
M5,1,Frequency,40.00 MHz,-75.81 dBm
M6,1,Frequency,50.00 MHz,-78.11 dBm
CISPR Filter,Normal RBW,Dwell Time(s),0.500000,AUTO
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,20,
Trace Type,Clear Write,
Trace Detector,Average,
Trace Data
+0.000000000e+00,-1.155088615e+01,
+2.173913043e+05,-2.687550354e+01,
+4.347826087e+05,-2.953756714e+01,
+6.521739130e+05,-3.256302643e+01,
+8.695652174e+05,-3.665027237e+01,
+1.086956522e+06,-4.181516647e+01,
+1.304347826e+06,-4.805918503e+01,
+1.521739130e+06,-5.551284027e+01,
+1.739130435e+06,-6.396139526e+01,
+1.956521739e+06,-7.077741241e+01,
+2.173913043e+06,-7.400723267e+01,
+2.391304348e+06,-7.565211487e+01,
+2.608695652e+06,-7.623653412e+01,
+2.826086957e+06,-7.647238159e+01,
+3.043478261e+06,-7.628941345e+01,
+3.260869565e+06,-7.611484528e+01,
+3.478260870e+06,-7.625236511e+01,
+3.695652174e+06,-7.596235657e+01,
+3.913043478e+06,-7.610163879e+01,
+4.130434783e+06,-7.600572205e+01,
+4.347826087e+06,-7.563269806e+01,
+4.565217391e+06,-7.555893707e+01,
+4.782608696e+06,-7.580372620e+01,
+5.000000000e+06,-7.551802826e+01,
+5.217391304e+06,-7.536921692e+01,
+5.434782609e+06,-7.560121918e+01,
+5.652173913e+06,-7.575379944e+01,
+5.869565217e+06,-7.539853668e+01,
+6.086956522e+06,-7.550282288e+01,
+6.304347826e+06,-7.558802795e+01,
+6.521739130e+06,-7.523047638e+01,
+6.739130435e+06,-7.521540070e+01,
+6.956521739e+06,-7.472753143e+01,
+7.173913043e+06,-7.453056335e+01,
+7.391304348e+06,-7.444515991e+01,
+7.608695652e+06,-7.445394135e+01,
+7.826086957e+06,-7.443253326e+01,
+8.043478261e+06,-7.435420990e+01,
+8.260869565e+06,-7.411568451e+01,
+8.478260870e+06,-7.424309540e+01,
+8.695652174e+06,-7.393305969e+01,
+8.913043478e+06,-7.359761047e+01,
+9.130434783e+06,-7.364299011e+01,
+9.347826087e+06,-7.344758606e+01,
+9.565217391e+06,-7.339328003e+01,
+9.782608696e+06,-7.337953949e+01,
+1.000000000e+07,-7.314064026e+01,
+1.021739130e+07,-7.359379578e+01,
+1.043478261e+07,-7.365680695e+01,
+1.065217391e+07,-7.330560303e+01,
+1.086956522e+07,-7.357315826e+01,
+1.108695652e+07,-7.349179077e+01,
+1.130434783e+07,-7.344700623e+01,
+1.152173913e+07,-7.318251038e+01,
+1.173913043e+07,-7.339368439e+01,
+1.195652174e+07,-7.344977570e+01,
+1.217391304e+07,-7.403254700e+01,
+1.239130435e+07,-7.396871948e+01,
+1.260869565e+07,-7.424640656e+01,
+1.282608696e+07,-7.439845276e+01,
+1.304347826e+07,-7.455705261e+01,
+1.326086957e+07,-7.474501038e+01,
+1.347826087e+07,-7.477663422e+01,
+1.369565217e+07,-7.470465851e+01,
+1.391304348e+07,-7.501209259e+01,
+1.413043478e+07,-7.484852600e+01,
+1.434782609e+07,-7.494641876e+01,
+1.456521739e+07,-7.492231750e+01,
+1.478260870e+07,-7.483912659e+01,
+1.500000000e+07,-7.528981018e+01,
+1.521739130e+07,-7.501415253e+01,
+1.543478261e+07,-7.476435089e+01,
+1.565217391e+07,-7.497438049e+01,
+1.586956522e+07,-7.480483246e+01,
+1.608695652e+07,-7.498027802e+01,
+1.630434783e+07,-7.471028137e+01,
+1.652173913e+07,-7.483992767e+01,
+1.673913043e+07,-7.495812988e+01,
+1.695652174e+07,-7.501798248e+01,
+1.717391304e+07,-7.477471161e+01,
+1.739130435e+07,-7.483033752e+01,
+1.760869565e+07,-7.485606384e+01,
+1.782608696e+07,-7.496250916e+01,
+1.804347826e+07,-7.500371552e+01,
+1.826086957e+07,-7.490448761e+01,
+1.847826087e+07,-7.480570221e+01,
+1.869565217e+07,-7.489186096e+01,
+1.891304348e+07,-7.501934814e+01,
+1.913043478e+07,-7.522626495e+01,
+1.934782609e+07,-7.498384857e+01,
+1.956521739e+07,-7.500066376e+01,
+1.978260870e+07,-7.489064026e+01,
+2.000000000e+07,-7.493685913e+01,
+2.021739130e+07,-7.467658997e+01,
+2.043478261e+07,-7.427445984e+01,
+2.065217391e+07,-7.393516541e+01,
+2.086956522e+07,-7.386506653e+01,
+2.108695652e+07,-7.363228607e+01,
+2.130434783e+07,-7.388807678e+01,
+2.152173913e+07,-7.361730194e+01,
+2.173913043e+07,-7.395762634e+01,
+2.195652174e+07,-7.384046936e+01,
+2.217391304e+07,-7.444953918e+01,
+2.239130435e+07,-7.452778625e+01,
+2.260869565e+07,-7.447290802e+01,
+2.282608696e+07,-7.445043945e+01,
+2.304347826e+07,-7.497142029e+01,
+2.326086957e+07,-7.489879608e+01,
+2.347826087e+07,-7.488123322e+01,
+2.369565217e+07,-7.512849426e+01,
+2.391304348e+07,-7.514083099e+01,
+2.413043478e+07,-7.507077789e+01,
+2.434782609e+07,-7.513923645e+01,
+2.456521739e+07,-7.517443848e+01,
+2.478260870e+07,-7.523185730e+01,
+2.500000000e+07,-7.531649780e+01,
+2.521739130e+07,-7.533766937e+01,
+2.543478261e+07,-7.511668396e+01,
+2.565217391e+07,-7.506190491e+01,
+2.586956522e+07,-7.519328308e+01,
+2.608695652e+07,-7.530358887e+01,
+2.630434783e+07,-7.494025421e+01,
+2.652173913e+07,-7.508076477e+01,
+2.673913043e+07,-7.487064362e+01,
+2.695652174e+07,-7.510982513e+01,
+2.717391304e+07,-7.507371521e+01,
+2.739130435e+07,-7.493283081e+01,
+2.760869565e+07,-7.491078186e+01,
+2.782608696e+07,-7.499617767e+01,
+2.804347826e+07,-7.514450073e+01,
+2.826086957e+07,-7.509748840e+01,
+2.847826087e+07,-7.492742157e+01,
+2.869565217e+07,-7.510547638e+01,
+2.891304348e+07,-7.527763367e+01,
+2.913043478e+07,-7.492856598e+01,
+2.934782609e+07,-7.511177063e+01,
+2.956521739e+07,-7.524443054e+01,
+2.978260870e+07,-7.521418762e+01,
+3.000000000e+07,-7.517277527e+01,
+3.021739130e+07,-7.522508240e+01,
+3.043478261e+07,-7.530404663e+01,
+3.065217391e+07,-7.526799011e+01,
+3.086956522e+07,-7.541652679e+01,
+3.108695652e+07,-7.532700348e+01,
+3.130434783e+07,-7.528358459e+01,
+3.152173913e+07,-7.535133362e+01,
+3.173913043e+07,-7.550126648e+01,
+3.195652174e+07,-7.550962067e+01,
+3.217391304e+07,-7.554007721e+01,
+3.239130435e+07,-7.552680969e+01,
+3.260869565e+07,-7.558960724e+01,
+3.282608696e+07,-7.523986053e+01,
+3.304347826e+07,-7.544741821e+01,
+3.326086957e+07,-7.544786835e+01,
+3.347826087e+07,-7.544650269e+01,
+3.369565217e+07,-7.522612000e+01,
+3.391304348e+07,-7.523854065e+01,
+3.413043478e+07,-7.527909851e+01,
+3.434782609e+07,-7.508950043e+01,
+3.456521739e+07,-7.536721039e+01,
+3.478260870e+07,-7.539961243e+01,
+3.500000000e+07,-7.536470032e+01,
+3.521739130e+07,-7.499608612e+01,
+3.543478261e+07,-7.517723083e+01,
+3.565217391e+07,-7.520657349e+01,
+3.586956522e+07,-7.535331726e+01,
+3.608695652e+07,-7.556358337e+01,
+3.630434783e+07,-7.529597473e+01,
+3.652173913e+07,-7.517637634e+01,
+3.673913043e+07,-7.556945801e+01,
+3.695652174e+07,-7.578434753e+01,
